uid,iid,score,time
87,3613,3,27
87,3615,3,27
87,3618,2,27
87,3619,4,27
87,3621,4,27
87,3635,3,27
87,3643,2,27
87,3645,2,418
87,3646,2,28
87,3647,3,27
87,3651,4,149
87,3653,4,27
87,3657,2,640
87,3658,3,27
87,3659,3,27
87,3662,4,27
87,3663,3,29
87,3667,3,202
87,3669,3,27
87,3671,3,27
87,3672,3,27
87,3674,3,27
87,3679,2,27
87,3683,4,27
87,3684,3,27
87,3686,3,28
87,3698,3,27
87,3700,4,51
87,3706,3,418
87,3709,3,342
87,3718,3,652
87,3724,3,119
87,3730,3,574
87,3734,3,42
87,3738,2,524
87,3742,3,295
87,3774,3,640
87,3805,4,569
87,3814,3,169
87,3844,2,295
87,3853,4,520
87,3861,3,80
87,3871,2,51
87,3890,4,520
87,3916,2,41
87,3924,2,630
87,3937,2,179
87,3951,3,640
87,3974,4,200
87,3976,1,589
87,3991,3,119
87,4013,2,524
87,4030,3,51
87,4084,4,417
87,4089,2,668
87,4099,3,150
87,4135,2,520
87,4183,2,48
87,4222,3,569
87,4234,3,152
87,4264,3,163
87,4301,3,640
87,4306,5,524
87,4321,2,520
87,4338,3,520
87,4346,4,573
87,4349,3,520
87,4351,3,418
87,4357,3,295
87,4367,3,200
87,4369,3,652
87,4373,2,572
87,4377,4,520
87,4384,3,521
87,4398,2,520
87,4409,3,668
87,4416,3,165
87,4417,3,520
87,4419,4,576
87,4423,5,295
87,4433,2,640
87,4437,3,660
87,4444,3,621
87,4450,3,520
87,4452,3,418
87,4457,4,640
87,4466,3,342
87,4468,5,86
87,4476,3,150
87,4488,4,520
87,4490,3,936
87,4505,4,418
87,4516,3,703
87,4524,3,535
87,4535,3,295
87,4550,3,520
87,4560,3,576
87,4564,4,520
87,4572,3,651
87,4576,3,520
87,4588,3,640
87,4597,3,640
87,4602,3,83
87,4608,4,520
87,4616,2,524
87,4625,3,418
87,4650,4,202
87,4654,3,576
87,4658,2,520
87,4666,3,640
87,4676,5,511
87,4688,3,520
87,4706,3,200
87,4710,3,765
87,4715,3,295
87,4725,3,295
87,4729,5,152
87,4744,3,511
87,4765,4,520
87,4769,3,563
87,4771,2,152
87,4773,4,520
87,4776,3,295
87,4784,4,573
87,4794,4,150
87,4800,2,640
87,4807,2,153
87,4808,2,83
87,4832,2,520
87,4836,3,152
87,4846,3,652
87,4851,4,217
87,4863,3,569
87,4865,3,525
87,4866,4,1234
87,4869,2,576
87,4870,3,357
87,4871,3,575
87,4876,3,660
87,4879,3,574
87,4880,2,524
87,4891,4,78
87,4899,3,295
87,4930,3,576
87,4932,4,573
87,4946,2,342
87,4957,4,342
87,4977,4,418
87,4982,3,295
87,4986,5,765
87,5016,2,640
87,5017,5,589
87,5038,4,411
87,5072,4,295
87,5078,3,573
87,5081,3,640
87,5093,4,525
87,5110,3,520
87,5116,3,295
87,5119,4,96
87,5134,2,295
87,5135,3,342
87,5144,3,150
87,5161,4,418
87,5166,4,520
87,5182,2,640
87,5183,3,295
87,5184,5,622
87,5219,3,295
87,5224,1,574
87,5253,3,524
87,5265,3,421
87,5289,3,576
87,5290,2,417
87,5302,4,150
87,5310,3,295
87,5349,2,520
87,5358,4,200
87,5360,3,200
87,5377,1,641
87,5383,2,418
87,5393,2,520
87,5406,3,295
87,5412,3,421
87,5429,5,150
87,5457,4,152
87,5463,3,150
87,5469,2,295
87,5486,4,417
87,5487,4,200
87,5490,2,295
87,5501,4,200
87,5503,3,295
87,5504,3,576
87,5511,3,520
87,5512,2,418
87,5516,3,652
87,5522,4,417
87,5525,3,628
87,5527,3,342
87,5535,2,417
87,5539,3,152
87,5544,5,200
87,5548,3,511
87,5561,2,418
87,5575,3,295
87,5582,3,418
87,5587,4,520
87,5595,4,200
87,5614,3,536
87,5615,4,200
87,5625,2,295
87,5641,3,202
87,5643,4,652
87,5649,5,703
87,5651,3,417
87,5663,2,417
87,5664,2,640
87,5674,3,576
87,5683,3,520
87,5685,3,202
87,5688,2,295
87,5689,5,703
87,5691,3,668
87,5698,3,640
87,5702,3,295
87,5718,3,520
87,5719,3,704
87,5722,4,660
87,5727,5,295
87,5728,4,295
87,5732,3,589
87,5742,2,511
87,5755,5,417
87,5768,3,703
87,5770,3,418
87,5775,4,417
87,5789,4,532
87,5792,4,652
87,5797,3,652
87,5819,3,418
87,5821,4,520
87,5826,4,660
87,5839,3,535
87,5840,3,652
87,5844,4,520
87,5849,2,622
87,5850,2,417
87,5877,3,295
87,5881,3,200
87,5890,2,295
87,5891,2,576
87,5896,2,520
87,5918,3,520
87,5921,4,417
87,5923,3,536
87,5929,2,641
87,5937,3,295
87,5941,5,520
87,5947,3,520
87,5948,2,563
87,5951,4,563
87,5964,4,936
87,5968,4,511
87,5975,3,417
87,5976,3,660
87,5984,3,439
87,5991,3,417
87,6000,2,765
87,6017,3,640
87,6032,4,532
87,6040,3,520
87,6047,3,520
87,6054,3,667
87,6058,3,536
87,6060,2,520
87,6061,3,520
87,6073,3,520
87,6081,2,659
87,6094,4,418
87,6110,3,532
87,6112,4,417
87,6115,2,622
87,6118,3,652
87,6131,3,520
87,6138,4,536
87,6139,5,520
87,6144,2,532
87,6153,3,563
87,6155,5,520
87,6192,3,520
87,6196,3,569
87,6206,3,524
87,6212,2,520
87,6214,3,563
87,6222,3,520
87,6224,3,576
87,6228,3,417
87,6252,5,418
87,6259,4,576
87,6267,5,628
87,6272,3,640
87,6290,2,417
87,6297,3,569
87,6307,2,668
87,6308,1,660
87,6310,3,651
87,6313,2,576
87,6323,3,532
87,6325,3,520
87,6326,3,532
87,6333,4,617
87,6344,3,652
87,6359,3,640
87,6366,2,936
87,6374,5,589
87,6377,3,660
87,6381,4,520
87,6395,4,613
87,6396,4,532
87,6407,3,520
87,6413,4,520
87,6420,3,573
87,6422,3,569
87,6428,3,520
87,6441,4,563
87,6442,3,660
87,6445,2,418
87,6450,4,589
87,6457,4,563
87,6458,4,576
87,6474,3,589
87,6476,4,589
87,6477,4,589
87,6479,3,622
87,6481,4,417
87,6485,2,520
87,6486,3,589
87,6491,3,589
87,6501,3,573
87,6511,4,520
87,6512,2,641
87,6516,4,1320
87,6518,4,520
87,6522,4,640
87,6527,4,520
87,6529,3,704
87,6536,2,520
87,6537,3,520
87,6542,3,589
87,6543,3,628
87,6547,2,520
87,6554,4,1248
87,6557,3,936
87,6568,3,520
87,6574,3,1318
87,6580,2,1320
87,6585,3,1191
87,6586,4,1320
87,6587,4,563
87,6590,3,520
87,6596,2,524
87,6599,3,520
87,6607,4,563
87,6612,3,1247
87,6618,2,1191
87,6619,3,640
87,6622,3,589
87,6625,2,1320
87,6631,4,640
87,6633,4,640
87,6634,5,765
87,6638,5,1234
87,6647,2,1195
87,6649,3,1193
87,6651,2,640
87,6652,3,1319
87,6662,3,640
87,6665,5,1192
87,6667,5,628
87,6674,4,1190
87,6676,2,640
87,6679,3,1191
87,6682,3,589
87,6683,4,1192
87,6684,4,1319
87,6693,3,520
87,6694,4,1191
87,6699,4,520
87,6707,3,520
87,6709,3,1247
87,6710,2,1319
87,6715,4,668
87,6747,2,520
87,6769,2,636
87,6774,3,1195
87,6777,3,640
87,6778,5,532
87,6789,4,569
87,6799,2,576
87,6800,3,589
87,6803,4,1193
87,6804,2,532
87,6813,4,936
87,6817,3,576
87,6821,3,765
87,6825,3,520
87,6829,4,563
87,6844,4,520
87,6845,2,1249
87,6848,3,613
87,6849,4,563
87,6865,4,1196
87,6868,3,589
87,6873,2,652
87,6887,2,536
87,6895,3,536
87,6900,2,576
87,6906,5,576
87,6915,3,652
87,6925,4,660
87,6936,3,535
87,6947,2,520
87,6949,3,525
87,6956,5,703
87,6958,1,524
87,6963,3,589
87,6966,3,1318
87,6973,3,628
87,6978,3,1320
87,6985,3,532
87,6991,3,589
87,6998,4,589
87,7012,2,628
87,7022,3,589
87,7026,5,640
87,7029,4,589
87,7032,4,589
87,7033,4,520
87,7034,2,520
87,7045,3,520
87,7050,2,511
87,7052,2,652
87,7053,2,576
87,7055,3,640
87,7056,3,765
87,7062,4,520
87,7075,3,576
87,7080,3,640
87,7083,5,640
87,7094,2,520
87,7095,3,532
87,7096,3,703
87,7100,3,569
87,7103,4,464
87,7110,3,589
87,7114,3,589
87,7116,2,535
87,7119,4,511
87,7120,4,613
87,7128,2,520
87,7131,4,525
87,7132,4,575
87,7139,3,765
87,7149,2,576
87,7150,3,1319
87,7155,3,520
87,7161,3,668
87,7184,3,520
87,7189,4,576
87,7198,3,613
87,7201,3,640
87,7203,3,636
87,7204,3,652
87,7205,4,621
87,7207,2,641
87,7211,2,520
87,7215,3,563
87,7217,5,1196
87,7225,3,520
87,7254,3,520
87,7272,3,574
87,7295,3,576
87,7316,3,563
87,7319,4,668
87,7335,3,765
87,7336,3,576
87,7338,2,576
87,7339,3,589
87,7346,3,652
87,7356,2,511
87,7360,4,589
87,7374,3,1319
87,7378,3,703
87,7384,2,660
87,7410,2,563
87,7412,4,563
87,7417,3,628
87,7434,3,652
87,7439,2,520
87,7447,3,569
87,7448,4,536
87,7453,2,765
87,7462,4,640
87,7464,4,936
87,7466,3,576
87,7469,3,1319
87,7479,3,936
87,7483,3,640
87,7486,1,589
87,7505,3,563
87,7507,4,668
87,7521,3,640
87,7522,3,575
87,7523,3,936
87,7535,4,652
87,7536,2,640
87,7544,2,569
87,7548,3,652
87,7555,4,668
87,7558,3,703
87,7561,5,936
87,7570,4,1193
87,7571,5,1193
87,7582,3,628
87,7601,3,936
87,7602,3,628
87,7608,3,576
87,7620,3,628
87,7625,2,660
87,7647,3,704
87,7648,3,640
87,7661,4,640
87,7666,4,628
87,7671,3,660
87,7674,5,628
87,7682,3,628
87,7689,3,628
87,7696,2,765
87,7709,4,628
87,7722,4,765
87,7724,3,765
87,7726,4,589
87,7741,4,1234
87,7749,3,660
87,7762,1,765
87,7780,4,589
87,7792,3,640
87,7801,2,765
87,7803,3,652
87,7816,2,576
87,7829,3,660
87,7844,3,563
87,7870,3,667
87,7881,2,936
87,7896,2,628
87,7899,3,640
87,7913,3,628
87,7939,3,628
87,7964,3,589
87,7978,5,640
87,7983,3,668
87,8002,3,640
87,8024,2,628
87,8039,3,640
87,8053,3,636
87,8075,3,1196
87,8084,4,929
87,8086,3,652
87,8087,3,929
87,8089,3,660
87,8096,3,651
87,8100,3,765
87,8105,3,640
87,8109,2,765
87,8119,4,929
87,8124,4,640
87,8138,4,628
87,8146,2,652
87,8156,5,628
87,8158,4,1194
87,8172,2,640
87,8180,2,765
87,8187,3,704
87,8192,2,636
87,8200,2,636
87,8222,5,652
87,8255,3,652
87,8269,4,1234
87,8270,4,1318
87,8296,5,1194
87,8305,3,930
87,8309,3,1191
87,8322,2,660
87,8347,3,704
87,8349,3,652
87,8368,3,652
87,8373,2,765
87,8383,4,703
87,8392,3,704
87,8400,2,652
87,8413,4,641
87,8423,4,929
87,8432,4,936
87,8449,2,704
87,8470,3,703
87,8473,4,1192
87,8494,4,936
87,8499,3,936
87,8553,3,929
87,8555,3,1193
87,8559,5,1196
87,8628,3,704
87,8638,4,929
87,8662,3,929
87,8677,4,929
87,8679,3,765
87,8704,3,929
87,8711,4,1318
87,8743,4,929
87,8746,3,1320
87,8811,4,1191
87,8828,3,936
87,8857,4,936
87,8873,5,765
87,8876,3,1195
87,8889,3,765
87,8943,3,936
87,9006,3,1194
87,9106,4,936
87,9132,5,765
87,9149,3,765
87,9168,3,936
87,9191,4,936
87,9201,5,929
87,9203,5,929
87,9256,3,936
87,9300,4,1192
87,9447,4,936
87,9504,5,936
87,9524,5,1191
87,9706,4,1195
87,9781,3,929
87,9783,2,1318
87,9803,4,1193
87,9822,4,936
87,9852,3,936
87,9861,3,1319
87,9925,4,936
87,9987,4,936
87,10247,3,1234
87,10249,5,1234
87,10300,4,936
87,10392,5,936
87,10397,4,1191
87,10468,3,1247
87,10508,3,1234
87,10604,3,1196
87,10622,5,1191
87,11117,4,1234
87,11153,3,1234
87,11181,3,1196
87,11202,4,1234
87,11218,2,1234
87,11264,3,1191
87,11271,5,1234
87,11327,4,1196
87,11520,4,1234
87,11559,3,1234
87,11660,3,1234
87,11677,5,1234
87,11739,5,1234
87,11786,4,1234
87,11935,5,1234
87,12035,4,1234
87,12089,5,1234
87,12371,2,1234
87,12729,3,1234
88,7,3,20
88,8,3,234
88,11,3,304
88,24,3,173
88,27,3,979
88,38,5,78
88,44,5,148
88,51,4,20
88,52,4,20
88,54,3,20
88,56,2,214
88,60,4,482
88,66,3,20
88,71,4,492
88,82,4,148
88,89,4,20
88,97,3,883
88,100,2,508
88,108,4,800
88,115,2,569
88,121,4,20
88,124,4,89
88,128,4,64
88,135,5,639
88,143,2,570
88,144,4,20
88,146,4,20
88,150,4,75
88,155,2,25
88,170,4,148
88,183,5,20
88,186,3,508
88,201,4,1345
88,212,4,20
88,226,3,800
88,245,3,1284
88,256,3,1245
88,262,5,20
88,263,4,820
88,271,5,143
88,282,4,20
88,283,4,205
88,285,4,20
88,290,5,113
88,291,4,20
88,308,4,20
88,313,4,64
88,314,4,265
88,319,4,119
88,323,4,20
88,333,4,20
88,334,5,20
88,339,5,176
88,353,5,491
88,355,4,89
88,356,4,119
88,358,4,185
88,362,3,355
88,385,3,1325
88,388,3,302
88,389,4,94
88,392,5,148
88,393,3,1329
88,410,3,20
88,418,4,20
88,425,3,508
88,426,4,1247
88,428,4,20
88,436,3,485
88,442,5,159
88,443,4,1275
88,451,4,491
88,469,5,89
88,477,3,20
88,482,4,185
88,488,2,110
88,490,4,261
88,505,5,179
88,512,2,212
88,554,3,189
88,561,3,350
88,568,5,20
88,580,3,570
88,581,2,265
88,588,5,20
88,589,4,246
88,601,4,954
88,605,3,1224
88,615,4,20
88,620,5,60
88,621,5,352
88,633,3,175
88,653,5,83
88,664,4,89
88,676,3,20
88,683,4,485
88,689,3,212
88,690,3,1329
88,698,3,1080
88,705,3,954
88,721,3,1224
88,728,2,1252
88,735,4,76
88,752,4,20
88,754,4,148
88,766,5,89
88,768,5,20
88,776,3,350
88,779,4,20
88,782,5,20
88,786,5,78
88,790,4,20
88,806,3,1329
88,809,5,328
88,834,5,624
88,841,4,355
88,843,3,350
88,850,4,148
88,851,4,176
88,852,3,20
88,865,4,20
88,870,5,143
88,875,3,148
88,877,4,25
88,885,4,344
88,892,4,302
88,895,2,173
88,903,4,76
88,912,3,382
88,921,4,20
88,926,4,158
88,932,4,1275
88,934,5,20
88,949,5,20
88,954,3,539
88,955,3,199
88,957,2,20
88,958,3,1247
88,962,4,20
88,963,4,179
88,972,4,20
88,980,3,20
88,981,3,20
88,991,3,20
88,995,4,176
88,998,4,20
88,1011,5,339
88,1032,3,539
88,1041,4,491
88,1055,4,179
88,1061,5,119
88,1065,4,355
88,1067,3,820
88,1073,4,508
88,1084,4,20
88,1093,2,1284
88,1094,4,20
88,1098,4,179
88,1099,2,60
88,1111,2,20
88,1113,3,304
88,1116,5,514
88,1127,4,78
88,1138,3,199
88,1140,2,175
88,1145,4,20
88,1154,4,1333
88,1157,4,113
88,1163,5,113
88,1164,5,25
88,1171,3,89
88,1174,3,20
88,1178,3,63
88,1185,4,20
88,1191,4,20
88,1193,3,261
88,1206,3,508
88,1212,5,113
88,1215,4,20
88,1217,4,20
88,1218,4,768
88,1228,5,344
88,1238,3,113
88,1246,4,20
88,1251,4,20
88,1253,4,20
88,1271,5,64
88,1274,3,767
88,1275,5,234
88,1276,4,20
88,1281,4,20
88,1286,5,20
88,1293,5,107
88,1306,3,20
88,1311,4,75
88,1316,5,20
88,1326,4,1281
88,1329,4,639
88,1331,4,148
88,1335,3,1245
88,1340,5,76
88,1342,4,508
88,1346,3,158
88,1353,5,113
88,1364,4,185
88,1370,3,20
88,1372,3,159
88,1379,5,20
88,1382,4,20
88,1384,5,143
88,1399,4,20
88,1403,3,20
88,1404,3,20
88,1408,4,820
88,1418,5,119
88,1422,4,189
88,1426,5,234
88,1431,5,148
88,1434,4,954
88,1451,4,20
88,1452,4,20
88,1453,5,20
88,1464,4,20
88,1470,3,199
88,1486,4,20
88,1495,5,352
88,1498,5,20
88,1508,4,20
88,1530,2,904
88,1531,4,350
88,1534,4,350
88,1535,5,143
88,1537,3,1247
88,1551,4,304
88,1563,4,350
88,1575,5,63
88,1579,3,158
88,1586,5,148
88,1598,5,64
88,1603,4,154
88,1612,4,158
88,1615,3,20
88,1622,4,553
88,1623,5,75
88,1629,3,569
88,1640,3,20
88,1646,4,20
88,1649,3,20
88,1653,3,506
88,1665,5,514
88,1684,4,20
88,1685,4,20
88,1702,5,20
88,1705,5,20
88,1707,3,508
88,1710,5,76
88,1717,3,506
88,1728,5,265
88,1741,4,25
88,1743,5,78
88,1745,4,105
88,1753,3,1305
88,1771,3,165
88,1782,4,20
88,1786,4,249
88,1801,5,20
88,1821,4,20
88,1824,3,265
88,1825,3,916
88,1845,4,158
88,1849,4,154
88,1854,3,20
88,1863,3,1021
88,1868,3,20
88,1875,5,20
88,1883,3,508
88,1889,4,246
88,1893,4,536
88,1902,2,113
88,1903,3,107
88,1914,5,372
88,1920,5,20
88,1925,4,352
88,1934,4,20
88,1953,3,302
88,1958,4,1197
88,1959,3,20
88,1964,3,1224
88,1982,3,350
88,1983,4,1224
88,2005,4,1345
88,2011,4,954
88,2019,4,344
88,2021,4,20
88,2025,4,103
88,2035,3,179
88,2036,4,107
88,2040,4,20
88,2047,4,20
88,2053,4,954
88,2065,4,105
88,2066,4,165
88,2072,3,261
88,2074,4,20
88,2082,3,246
88,2095,4,113
88,2116,4,350
88,2128,4,249
88,2134,5,20
88,2136,4,20
88,2138,4,1224
88,2139,3,667
88,2151,4,350
88,2152,3,148
88,2154,4,514
88,2158,4,179
88,2161,4,265
88,2177,4,350
88,2181,4,25
88,2188,3,103
88,2189,4,20
88,2192,4,25
88,2202,5,328
88,2208,4,25
88,2217,4,212
88,2241,4,302
88,2266,5,148
88,2272,4,143
88,2274,5,83
88,2279,4,249
88,2288,2,508
88,2289,4,173
88,2298,5,20
88,2300,4,20
88,2303,4,954
88,2330,4,83
88,2333,3,60
88,2335,3,350
88,2336,4,20
88,2345,4,570
88,2346,3,732
88,2353,4,64
88,2354,4,377
88,2358,3,20
88,2360,5,536
88,2361,3,1325
88,2362,4,165
88,2363,3,377
88,2367,4,954
88,2370,3,148
88,2377,4,9
88,2384,4,60
88,2387,3,639
88,2391,2,214
88,2394,4,304
88,2399,4,20
88,2406,5,25
88,2410,3,1224
88,2414,5,20
88,2425,4,148
88,2434,4,20
88,2435,3,350
88,2450,4,148
88,2451,4,234
88,2486,4,64
88,2493,5,143
88,2496,4,63
88,2526,4,20
88,2532,4,179
88,2542,3,143
88,2545,5,20
88,2549,4,20
88,2551,2,89
88,2555,3,1252
88,2560,3,1224
88,2565,4,148
88,2571,4,261
88,2583,5,20
88,2592,3,508
88,2594,4,159
88,2609,4,352
88,2610,4,20
88,2619,4,75
88,2620,4,75
88,2630,4,189
88,2637,3,20
88,2641,5,25
88,2643,3,800
88,2645,4,20
88,2654,5,119
88,2660,4,820
88,2666,5,148
88,2667,4,1197
88,2685,4,205
88,2688,4,20
88,2692,4,350
88,2705,4,20
88,2710,3,64
88,2715,3,355
88,2721,4,25
88,2725,5,75
88,2741,4,820
88,2750,3,954
88,2756,5,20
88,2758,5,89
88,2760,4,64
88,2765,4,1154
88,2779,1,491
88,2782,3,350
88,2788,4,189
88,2794,4,485
88,2797,4,569
88,2801,5,110
88,2814,4,302
88,2820,3,175
88,2827,3,1206
88,2839,4,800
88,2846,4,20
88,2856,4,76
88,2860,5,234
88,2873,4,75
88,2883,5,20
88,2884,4,20
88,2886,5,9
88,2892,4,1273
88,2901,5,1345
88,2921,4,20
88,2942,4,491
88,2955,5,148
88,2962,3,1247
88,2970,4,350
88,2971,3,246
88,2978,3,20
88,2980,4,20
88,2987,3,1266
88,3008,5,148
88,3014,5,20
88,3015,4,20
88,3027,4,64
88,3029,4,20
88,3033,4,76
88,3037,4,1345
88,3039,4,159
88,3052,4,20
88,3053,3,105
88,3054,4,352
88,3064,5,508
88,3072,3,83
88,3078,3,173
88,3083,4,148
88,3086,4,20
88,3089,3,20
88,3090,5,25
88,3092,4,119
88,3095,5,25
88,3100,3,148
88,3103,3,20
88,3117,5,158
88,3118,2,350
88,3125,4,249
88,3128,5,63
88,3132,4,350
88,3133,4,1197
88,3134,3,105
88,3136,5,78
88,3138,3,20
88,3145,4,20
88,3148,5,20
88,3158,3,1245
88,3162,4,1224
88,3173,4,20
88,3174,4,173
88,3175,5,143
88,3180,3,508
88,3185,5,75
88,3187,4,304
88,3193,4,20
88,3203,3,20
88,3208,4,518
88,3225,4,89
88,3231,3,249
88,3238,5,176
88,3240,3,89
88,3241,5,214
88,3242,5,76
88,3245,2,175
88,3259,4,249
88,3264,3,20
88,3265,4,1206
88,3283,3,20
88,3290,4,20
88,3314,5,148
88,3322,3,214
88,3326,5,20
88,3329,5,110
88,3333,4,569
88,3339,3,20
88,3343,4,518
88,3345,4,20
88,3348,4,246
88,3349,3,265
88,3356,4,20
88,3359,4,1281
88,3360,5,246
88,3364,4,20
88,3372,4,20
88,3381,4,20
88,3386,4,64
88,3391,4,75
88,3397,5,350
88,3404,4,355
88,3405,4,382
88,3410,4,350
88,3414,2,205
88,3421,5,60
88,3422,4,20
88,3432,3,20
88,3436,5,492
88,3441,4,20
88,3447,4,83
88,3465,4,165
88,3466,5,20
88,3486,4,143
88,3500,4,20
88,3521,4,20
88,3523,3,20
88,3524,4,154
88,3525,4,154
88,3545,4,20
88,3555,3,20
88,3557,3,119
88,3564,2,199
88,3572,4,20
88,3576,4,20
88,3580,5,20
88,3587,3,20
88,3598,3,350
88,3613,4,20
88,3619,4,20
88,3622,3,350
88,3632,3,205
88,3647,4,173
88,3652,4,20
88,3655,3,328
88,3658,4,20
88,3661,4,64
88,3662,3,107
88,3663,4,246
88,3672,3,20
88,3679,3,20
88,3700,5,25
88,3784,2,159
88,3858,3,979
88,3937,3,304
88,3974,3,372
88,4157,3,508
88,4338,4,780
88,4353,4,1273
88,4373,4,175
88,4377,3,979
88,4409,4,569
88,4417,5,175
88,4423,4,339
88,4433,5,732
88,4468,4,954
88,4488,4,350
88,4505,3,536
88,4535,1,508
88,4588,4,1325
88,4597,2,800
88,4608,5,514
88,4616,3,1252
88,4627,4,954
88,4642,4,1224
88,4650,5,508
88,4678,4,1224
88,4710,4,800
88,4715,3,487
88,4716,4,1224
88,4723,4,578
88,4729,5,518
88,4773,4,820
88,4784,3,179
88,4807,4,328
88,4809,4,1224
88,4831,4,382
88,4832,3,508
88,4838,4,1281
88,4844,4,820
88,4851,4,185
88,4855,3,800
88,4865,2,175
88,4866,4,1284
88,4886,4,328
88,4888,4,179
88,4922,3,861
88,4945,4,1224
88,4964,4,175
88,4968,3,1224
88,4977,4,355
88,5017,4,916
88,5026,3,1245
88,5028,3,939
88,5072,3,647
88,5155,4,954
88,5161,5,536
88,5166,4,350
88,5183,4,233
88,5199,4,372
88,5240,5,262
88,5290,4,1345
88,5302,4,339
88,5310,4,165
88,5345,3,820
88,5358,4,647
88,5360,4,1080
88,5383,3,185
88,5429,4,800
88,5486,3,1252
88,5501,2,492
88,5512,3,261
88,5525,4,1345
88,5527,2,355
88,5535,4,514
88,5557,3,1224
88,5582,4,485
88,5587,5,485
88,5596,5,491
88,5643,4,916
88,5651,4,328
88,5663,4,916
88,5689,4,1305
88,5728,3,916
88,5755,3,536
88,5804,4,372
88,5821,2,514
88,5844,3,773
88,5850,3,1329
88,5877,3,954
88,5918,2,639
88,5941,3,768
88,5964,3,820
88,5976,4,491
88,6032,4,916
88,6040,3,1247
88,6047,5,639
88,6058,3,539
88,6138,3,784
88,6159,4,862
88,6196,3,1245
88,6222,4,800
88,6252,3,916
88,6262,3,800
88,6297,3,666
88,6307,4,639
88,6323,5,639
88,6326,3,1245
88,6374,2,916
88,6395,3,768
88,6396,4,916
88,6397,2,536
88,6420,3,514
88,6441,4,569
88,6450,5,639
88,6458,3,645
88,6481,5,695
88,6491,2,735
88,6516,4,1320
88,6522,4,916
88,6527,3,569
88,6537,2,751
88,6547,3,800
88,6554,4,1248
88,6580,4,1319
88,6585,4,1195
88,6587,5,639
88,6588,3,979
88,6600,5,1208
88,6612,4,1224
88,6625,3,1319
88,6635,3,780
88,6638,4,1319
88,6652,4,1319
88,6667,4,916
88,6679,4,1191
88,6684,4,1319
88,6709,5,1247
88,6800,3,916
88,6813,5,1319
88,6829,4,923
88,6849,4,800
88,6855,4,485
88,6882,2,800
88,6915,2,768
88,6929,3,491
88,6947,4,639
88,6968,4,770
88,6985,3,1245
88,6991,4,645
88,6998,4,757
88,7016,2,820
88,7022,4,659
88,7026,4,811
88,7029,4,732
88,7033,3,1284
88,7045,3,1345
88,7055,4,800
88,7056,4,916
88,7075,4,1245
88,7083,4,916
88,7103,4,464
88,7132,3,659
88,7139,4,757
88,7150,5,1319
88,7151,5,800
88,7201,4,800
88,7204,4,659
88,7271,4,913
88,7319,4,916
88,7341,3,1197
88,7346,4,800
88,7374,3,1281
88,7389,4,954
88,7434,3,800
88,7447,3,1247
88,7469,4,1273
88,7489,4,800
88,7494,2,742
88,7511,5,916
88,7521,4,916
88,7535,3,916
88,7536,3,939
88,7548,3,1247
88,7555,4,1329
88,7601,4,939
88,7614,3,820
88,7666,3,916
88,7674,5,811
88,7722,3,732
88,7803,4,756
88,7888,3,849
88,7899,3,841
88,7939,2,776
88,7973,4,750
88,7978,3,902
88,8039,1,862
88,8119,5,1319
88,8124,4,841
88,8138,3,805
88,8156,4,897
88,8180,3,818
88,8222,4,870
88,8270,4,1318
88,8305,2,1252
88,8347,3,939
88,8350,2,1247
88,8383,4,916
88,8400,4,939
88,8413,4,827
88,8423,3,843
88,8435,4,1030
88,8438,3,867
88,8452,2,930
88,8494,4,996
88,8499,3,897
88,8501,3,861
88,8521,4,821
88,8559,4,1325
88,8573,2,750
88,8578,3,1070
88,8593,4,916
88,8601,4,939
88,8628,3,870
88,8633,4,1206
88,8638,4,871
88,8662,4,919
88,8677,4,849
88,8681,4,1305
88,8704,4,996
88,8732,4,902
88,8746,4,1320
88,8836,2,926
88,8844,3,1011
88,8873,4,965
88,8878,3,965
88,8943,3,937
88,9106,4,897
88,9113,3,1039
88,9191,3,1058
88,9196,4,829
88,9229,4,979
88,9301,3,1197
88,9323,3,1098
88,9358,4,1050
88,9434,3,1007
88,9498,3,1052
88,9621,3,1021
88,9686,3,1018
88,9687,3,1050
88,9692,4,1204
88,9760,3,1064
88,9775,3,1247
88,9968,3,1319
88,9998,3,1197
88,10018,3,1197
88,10047,4,1039
88,10051,3,1245
88,10070,4,1319
88,10143,3,1247
88,10166,4,1079
88,10247,2,1059
88,10293,3,1098
88,10350,4,1345
88,10351,4,1136
88,10352,3,1098
88,10389,4,1136
88,10457,3,1079
88,10468,3,1247
88,10706,4,1325
88,10762,3,1085
88,10812,3,1247
88,10864,4,1197
88,10878,4,1206
88,10886,3,1204
88,10908,3,1197
88,10933,3,1273
88,10983,3,1284
88,10994,3,1247
88,11014,4,1154
88,11018,3,1192
88,11074,4,1154
88,11166,5,1154
88,11174,3,1252
88,11202,4,1266
88,11218,4,1281
88,11271,3,1217
88,11294,3,1178
88,11327,4,1196
88,11422,3,1245
88,11453,3,1329
88,11549,4,1301
88,11656,3,1273
88,11660,3,1168
88,11677,3,1231
88,11723,3,1217
88,11739,3,1281
88,11761,3,1245
88,11785,4,1252
88,11944,3,1231
88,11959,3,1345
88,12089,4,1197
88,12127,4,1177
88,12140,3,1273
88,12167,3,1329
88,12197,3,1299
88,12306,3,1299
88,12442,3,1345
88,12583,3,1261
88,12757,2,1299
88,12769,2,1333
88,12955,4,1325
88,12965,4,1325
88,13080,4,1273
88,13097,3,1197
